customer_id,treated,converted,tenure_months,avg_workouts_week,streak_active,support_tickets_30d,plan_type
C01177,0,0,60.0,1.6,0,1,monthly
C01178,1,1,60.0,0.6,1,1,annual
C01179,0,1,60.0,2.7,1,1,annual
C01180,0,1,60.0,3.5,1,0,monthly
C01181,0,1,60.0,5.5,0,0,annual
C01182,0,1,60.0,2.5,1,0,annual
C01183,1,1,60.0,4.3,0,3,monthly
C01184,0,0,60.0,0.6,1,3,annual
C01185,0,0,48.1,0.5,1,0,monthly
C01186,0,0,60.0,1.7,0,3,monthly
C01187,1,1,60.0,2.8,1,0,monthly
C01188,1,1,60.0,2.0,1,0,monthly
C01189,1,0,53.2,4.3,1,0,monthly
C01190,0,1,60.0,7.4,0,1,monthly
C01191,0,0,49.2,3.7,1,1,annual
C01192,0,1,40.9,2.0,0,0,monthly
C01193,0,0,50.5,1.5,1,0,monthly
C01194,0,0,57.9,0.8,0,3,monthly
C01195,1,1,53.8,2.5,0,1,annual
C01196,0,0,60.0,7.4,0,0,monthly
C01197,1,0,60.0,3.0,0,0,annual
C01198,1,1,60.0,2.4,0,0,annual
C01199,1,1,60.0,3.2,0,0,monthly
C01200,0,1,60.0,3.6,0,0,monthly
C01201,0,0,60.0,0.2,0,0,monthly
C01202,0,0,44.5,10.2,0,2,monthly
C01203,1,0,60.0,0.2,0,2,monthly
C01204,0,1,60.0,2.2,1,1,monthly
C01205,0,1,60.0,3.2,1,0,monthly
C01206,1,0,60.0,2.2,0,1,monthly
C01207,0,1,60.0,2.7,1,0,monthly
C01208,0,1,60.0,1.6,1,0,annual
C01209,1,1,60.0,1.8,0,3,monthly
C01210,1,1,60.0,2.4,0,1,monthly
C01211,1,0,51.9,4.1,1,2,annual
C01212,1,1,60.0,2.8,1,1,monthly
C01213,1,1,60.0,5.0,1,0,monthly
C01214,1,1,60.0,3.9,1,0,monthly
C01215,1,0,60.0,5.0,0,0,annual
C01216,1,1,60.0,2.0,1,1,monthly
C01217,1,1,60.0,1.3,0,0,monthly
C01218,0,1,60.0,1.2,0,0,monthly
C01219,1,1,60.0,3.1,1,2,monthly
C01220,1,0,60.0,1.0,1,0,monthly
C01221,0,0,60.0,5.8,0,1,annual
C01222,1,0,60.0,1.0,0,2,monthly
C01223,0,1,60.0,5.5,1,0,monthly
C01224,0,1,60.0,1.9,1,0,monthly
C01225,0,1,54.4,2.9,0,2,annual
C01226,1,1,60.0,1.5,0,2,annual
C01227,1,0,60.0,2.4,0,0,annual
C01228,0,0,48.2,3.0,1,3,annual
C01229,0,1,60.0,2.5,1,0,monthly
C01230,1,1,60.0,0.8,0,0,annual
C01231,0,1,60.0,4.1,1,1,monthly
C01232,1,0,60.0,2.8,0,1,monthly
C01233,0,0,60.0,1.2,0,0,annual
C01234,1,0,51.8,2.7,1,0,annual
C01235,1,1,60.0,3.6,1,1,monthly
C01236,1,0,60.0,2.8,0,2,monthly
C01237,1,1,49.7,6.0,1,1,annual
C01238,0,0,60.0,0.5,1,1,monthly
C01239,1,1,60.0,1.4,0,0,annual
C01240,0,0,46.4,3.8,0,0,annual
C01241,1,1,60.0,1.9,0,0,annual
C01242,1,1,50.1,0.7,1,2,monthly
C01243,0,1,60.0,6.8,0,0,monthly
C01244,1,1,60.0,1.4,1,0,monthly
C01245,1,0,60.0,1.8,1,2,annual
C01246,1,0,59.6,2.6,1,0,annual
C01247,0,0,47.9,6.6,1,0,monthly
C01248,1,0,60.0,2.7,0,0,annual
C01249,1,1,60.0,1.8,1,1,annual
C01250,1,1,60.0,12.2,1,0,annual
C01251,1,1,60.0,3.4,1,0,monthly
C01252,0,0,60.0,3.0,1,1,monthly
C01253,1,1,59.3,0.7,1,2,monthly
C01254,1,0,60.0,3.6,0,0,monthly
C01255,0,0,60.0,4.8,0,0,annual
C01256,0,0,54.1,0.8,0,1,monthly
C01257,1,0,60.0,6.3,1,0,annual
C01258,1,1,60.0,10.6,1,0,annual
C01259,0,0,60.0,6.8,0,0,monthly
C01260,0,0,60.0,1.5,1,0,annual
C01261,1,0,60.0,6.5,0,1,monthly
C01262,0,0,60.0,4.2,0,0,annual
C01263,0,1,60.0,2.2,0,0,monthly
C01264,0,1,60.0,5.7,1,2,annual
C01265,0,0,60.0,3.7,1,1,monthly
C01266,0,1,60.0,2.8,1,1,annual
C01267,0,0,51.7,1.9,0,2,annual
C01268,1,0,60.0,1.6,1,1,monthly
C01269,1,1,54.2,3.1,1,1,monthly
C01270,0,0,60.0,2.1,0,0,monthly
C01271,0,0,60.0,3.7,1,0,monthly
C01272,1,0,60.0,5.7,1,0,annual
C01273,0,0,60.0,2.6,1,1,monthly
C01274,0,0,60.0,1.8,0,0,annual
C01275,1,1,53.8,3.7,1,0,annual
C01276,0,1,59.6,2.1,1,1,monthly
C01277,0,1,60.0,3.9,1,0,monthly
C01278,1,0,60.0,1.0,0,1,annual
C01279,1,1,46.4,4.5,1,0,monthly
C01280,0,0,60.0,4.2,0,1,monthly
C01281,1,1,60.0,2.6,0,0,monthly
C01282,0,0,60.0,3.2,1,1,annual
C01283,1,0,60.0,4.2,1,0,monthly
C01284,1,0,60.0,6.6,1,2,monthly
C01285,0,1,60.0,1.3,1,0,monthly
C01286,1,1,60.0,3.5,1,0,monthly
C01287,1,1,60.0,0.9,0,1,monthly
C01288,0,1,60.0,1.2,1,0,annual
C01289,1,1,60.0,5.8,1,1,monthly
C01290,0,1,60.0,1.0,1,0,annual
C01291,1,1,58.6,3.8,1,0,monthly
C01292,0,0,43.5,1.8,1,1,monthly
C01293,1,0,60.0,0.9,1,0,monthly
C01294,1,1,46.2,1.2,0,0,annual
C01295,0,0,60.0,1.5,0,1,annual
C01296,1,1,50.6,5.0,0,0,monthly
C01297,1,1,60.0,1.5,1,1,monthly
C01298,1,1,60.0,1.8,1,0,annual
C01299,1,0,49.9,2.1,1,1,monthly
C01300,0,0,60.0,2.1,0,0,monthly
C01301,1,0,60.0,5.4,1,1,monthly
C01302,1,1,55.4,0.6,1,3,monthly
C01303,0,0,60.0,4.9,0,0,monthly
C01304,0,1,60.0,2.6,1,2,monthly
C01305,0,0,60.0,4.1,0,0,monthly
C01306,1,0,60.0,1.3,0,1,monthly
C01307,1,0,60.0,1.6,0,1,annual
C01308,0,0,59.3,2.5,0,1,monthly
C01309,0,1,59.7,1.4,1,0,monthly
C01310,1,0,60.0,1.2,0,1,monthly
C01311,0,0,33.5,0.6,1,2,annual
C01312,1,0,54.4,1.6,0,3,monthly
C01313,1,1,60.0,2.3,1,0,annual
C01314,1,1,54.2,2.3,1,1,monthly
C01315,0,1,60.0,2.7,1,0,annual
C01316,1,0,56.6,3.4,0,0,monthly
C01317,1,1,59.0,0.6,1,0,monthly
C01318,0,1,60.0,3.4,1,1,annual
C01319,0,0,31.9,2.2,0,2,monthly
C01320,0,0,56.8,4.2,0,0,annual
C01321,1,0,60.0,1.0,0,1,monthly
C01322,0,1,60.0,4.5,1,1,monthly
C01323,0,0,60.0,7.0,0,0,annual
C01324,0,1,50.5,3.5,0,0,annual
C01325,0,0,53.9,0.7,0,0,annual
C01326,1,1,60.0,1.5,0,0,monthly
C01327,1,1,43.9,1.4,1,0,annual
C01328,0,1,60.0,2.2,1,0,monthly
C01329,0,0,60.0,4.2,0,0,monthly
C01330,0,0,60.0,1.1,0,0,monthly
C01331,1,0,58.8,5.9,0,0,annual
C01332,1,1,60.0,3.8,1,3,monthly
C01333,1,1,60.0,3.3,1,1,annual
C01334,1,1,60.0,1.0,0,0,monthly
C01335,1,0,60.0,7.4,0,1,monthly
C01336,1,0,60.0,7.5,0,2,monthly
C01337,1,1,60.0,1.5,1,0,monthly
C01338,1,0,60.0,1.4,1,2,monthly
C01339,0,0,57.9,2.0,0,1,monthly
C01340,0,1,60.0,3.0,0,0,monthly
C01341,0,0,60.0,0.7,0,0,monthly
C01342,1,0,60.0,1.1,1,1,monthly
C01343,1,1,60.0,3.3,0,0,monthly
C01344,0,0,60.0,4.6,0,0,monthly
C01345,0,1,42.9,3.5,1,0,monthly
C01346,1,0,60.0,4.3,0,0,monthly
C01347,1,0,60.0,4.6,1,0,monthly
C01348,0,0,60.0,4.8,0,1,monthly
C01349,1,1,60.0,3.3,1,0,annual
C01350,1,1,55.5,1.8,0,2,monthly
C01351,0,1,60.0,0.4,1,0,annual
C01352,0,0,60.0,5.4,0,1,annual
C01353,0,0,60.0,2.9,0,1,annual
C01354,1,0,41.9,2.9,1,0,annual
C01355,1,1,60.0,4.7,1,1,monthly
C01356,0,0,60.0,0.8,0,0,annual
C01357,1,0,57.0,3.0,1,0,monthly
C01358,1,0,60.0,1.7,0,1,monthly
C01359,1,0,60.0,2.7,1,1,monthly
C01360,0,1,60.0,6.6,0,0,monthly
C01361,1,1,58.6,2.0,0,0,annual
C01362,1,0,60.0,3.1,1,1,monthly
C01363,0,0,60.0,2.8,1,0,monthly
C01364,0,1,60.0,4.4,1,0,monthly
C01365,1,0,54.2,3.7,1,4,annual
C01366,0,0,60.0,1.3,1,1,monthly
C01367,1,0,60.0,6.1,0,0,monthly
C01368,1,1,60.0,2.8,0,0,annual
C01369,0,1,60.0,1.3,1,2,monthly
C01370,0,0,60.0,1.0,0,2,annual
C01371,0,1,60.0,4.0,1,0,annual
C01372,0,0,60.0,5.3,1,3,monthly
C01373,0,0,59.5,4.6,0,0,monthly
C01374,0,0,60.0,2.3,1,0,monthly
C01375,1,0,60.0,2.4,0,0,monthly
C01376,0,1,60.0,3.8,0,0,annual
C01377,1,0,60.0,1.2,0,1,monthly
C01378,0,0,60.0,5.3,0,1,annual
C01379,1,1,60.0,4.1,0,0,monthly
C01380,1,1,50.7,1.6,1,0,annual
C01381,0,1,60.0,2.7,1,0,monthly
C01382,0,1,60.0,2.5,1,0,monthly
C01383,0,1,60.0,1.8,0,0,monthly
C01384,1,0,60.0,5.0,0,1,monthly
C01385,0,1,56.1,0.5,1,1,monthly
C01386,0,0,60.0,4.3,0,1,monthly
C01387,0,0,49.2,4.9,1,2,monthly
C01388,0,1,60.0,2.7,1,0,monthly
C01389,0,1,60.0,0.3,1,0,monthly
C01390,0,0,60.0,1.0,0,1,annual
C01391,0,0,55.9,1.6,0,1,annual
C01392,0,1,60.0,2.9,1,0,annual
C01393,0,0,48.2,4.7,1,1,annual
C01394,1,0,60.0,1.2,0,3,annual
C01395,0,0,60.0,2.9,1,1,monthly
C01396,0,1,60.0,0.7,0,0,monthly
C01397,1,1,60.0,5.6,1,0,monthly
C01398,0,0,54.3,1.1,1,0,monthly
C01399,1,1,56.3,2.5,0,0,monthly
C01400,1,0,60.0,2.8,0,3,monthly
C01401,1,1,60.0,2.9,0,0,monthly
C01402,0,0,60.0,1.1,0,0,monthly
C01403,0,1,60.0,2.0,0,1,annual
C01404,0,1,60.0,1.1,0,1,monthly
C01405,1,1,53.2,2.7,0,0,monthly
C01406,0,0,60.0,1.5,1,0,monthly
C01407,0,1,60.0,2.4,1,1,monthly
C01408,1,1,60.0,3.2,0,1,monthly
C01409,1,1,60.0,2.3,0,3,monthly
C01410,0,0,60.0,2.1,0,2,monthly
C01411,1,1,51.2,1.5,1,0,monthly
C01412,1,0,59.9,2.3,1,0,monthly
C01413,0,0,47.9,1.2,1,0,monthly
C01414,1,0,45.7,3.5,0,3,monthly
C01415,0,1,60.0,2.9,1,1,annual
C01416,0,1,60.0,2.6,1,1,monthly
C01417,0,1,60.0,6.9,1,1,monthly
C01418,1,1,60.0,5.9,1,1,monthly
C01419,1,0,60.0,0.9,0,2,monthly
C01420,1,1,60.0,3.5,1,0,annual
C01421,0,1,60.0,2.3,1,0,monthly
C01422,1,1,60.0,3.0,0,0,monthly
C01423,0,1,60.0,1.8,0,1,monthly
C01424,0,1,58.8,2.3,0,1,annual
C01425,1,1,60.0,1.7,0,0,annual
C01426,1,0,47.4,0.9,0,2,annual
C01427,1,1,60.0,6.2,1,0,monthly
C01428,0,1,60.0,0.5,1,0,annual
C01429,0,1,60.0,0.8,1,0,monthly
C01430,1,1,60.0,1.0,1,0,annual
C01431,1,0,60.0,5.2,1,1,annual
C01432,0,0,56.8,2.5,1,2,annual
C01433,0,0,54.6,1.1,1,1,monthly
C01434,1,1,60.0,2.1,1,0,annual
C01435,1,0,60.0,5.9,0,1,monthly
C01436,1,0,60.0,2.5,0,5,monthly
C01437,1,1,60.0,2.2,0,0,annual
C01438,1,0,60.0,1.9,0,1,monthly
C01439,0,0,60.0,1.0,1,2,monthly
C01440,1,1,60.0,3.0,1,0,monthly
C01441,0,0,60.0,1.3,0,0,monthly
C01442,0,0,60.0,1.6,1,2,monthly
C01443,0,0,44.7,4.2,0,1,monthly
C01444,1,1,60.0,4.6,1,1,annual
C01445,0,0,60.0,0.5,1,0,monthly
C01446,0,1,39.6,3.9,1,0,monthly
C01447,0,0,60.0,2.9,0,4,annual
C01448,0,0,60.0,4.7,1,1,monthly
C01449,1,0,60.0,2.5,0,1,monthly
C01450,1,1,60.0,2.2,1,1,monthly
C01451,0,1,60.0,2.9,0,0,monthly
C01452,0,0,60.0,0.9,1,0,annual
C01453,1,1,60.0,4.0,0,0,monthly
C01454,1,1,60.0,2.0,1,0,monthly
C01455,0,1,60.0,1.6,0,1,monthly
C01456,0,1,60.0,1.3,1,0,monthly
C01457,0,1,60.0,3.4,1,0,annual
C01458,1,0,49.2,4.9,0,0,monthly
C01459,0,0,60.0,3.6,0,1,monthly
C01460,1,0,60.0,2.5,1,0,annual
C01461,0,0,60.0,2.7,0,0,monthly
C01462,1,0,52.3,2.1,0,1,annual
C01463,1,1,56.2,4.9,0,0,monthly
C01464,0,1,60.0,2.3,1,0,monthly
C01465,1,1,56.2,4.6,0,0,monthly
C01466,0,1,60.0,1.7,0,0,annual
C01467,0,1,47.0,6.8,1,0,annual
C01468,0,0,54.2,2.4,0,0,annual
C01469,1,0,60.0,3.5,0,0,monthly
C01470,0,0,60.0,0.6,1,2,monthly
C01471,0,1,60.0,4.2,1,1,monthly
C01472,0,0,55.5,1.1,0,0,annual
C01473,0,0,56.3,6.0,0,0,monthly
C01474,1,1,60.0,2.6,1,1,monthly
C01475,1,1,60.0,1.1,0,1,monthly
C01476,1,0,30.8,2.3,1,0,monthly
C01477,0,1,60.0,3.4,1,1,monthly
C01478,0,0,49.3,4.3,1,0,monthly
C01479,1,1,60.0,3.9,1,1,monthly
C01480,1,0,60.0,4.1,1,1,monthly
C01481,0,1,60.0,1.6,1,1,annual
C01482,1,1,60.0,1.1,1,2,monthly
C01483,0,1,55.9,1.8,1,0,annual
C01484,1,1,60.0,0.9,0,0,annual
C01485,0,1,60.0,0.7,1,0,monthly
C01486,0,0,60.0,1.7,0,0,monthly
C01487,1,0,60.0,6.3,1,0,monthly
C01488,1,1,41.4,5.5,1,1,monthly
C01489,0,1,60.0,0.9,1,0,monthly
C01490,1,1,60.0,1.9,1,1,monthly
C01491,1,1,60.0,3.8,1,1,monthly
C01492,1,0,60.0,2.4,0,0,monthly
C01493,1,1,55.5,3.2,0,0,monthly
C01494,1,0,60.0,0.4,1,1,annual
C01495,1,1,60.0,3.9,1,1,monthly
C01496,0,0,60.0,3.6,1,2,monthly
C01497,1,0,60.0,0.4,0,0,monthly
C01498,0,1,49.5,1.2,1,2,monthly
C01499,0,0,60.0,1.2,1,1,monthly
C01500,1,1,60.0,0.9,0,0,monthly
C01501,0,0,43.7,0.6,1,0,monthly
C01502,1,0,44.0,1.0,0,1,monthly
C01503,1,1,60.0,1.7,0,1,monthly
C01504,0,0,55.2,2.7,1,1,monthly
C01505,0,1,60.0,2.0,0,0,annual
C01506,0,1,60.0,5.3,0,0,monthly
C01507,1,0,60.0,0.8,1,0,monthly
C01508,1,0,60.0,0.4,1,2,annual
C01509,0,0,60.0,2.0,0,0,monthly
C01510,1,1,60.0,0.5,1,1,annual
C01511,0,0,60.0,1.3,0,1,monthly
C01512,0,1,60.0,2.7,1,3,annual
C01513,0,0,60.0,3.1,1,1,monthly
C01514,0,1,60.0,1.4,0,0,monthly
C01515,0,1,45.2,3.4,0,0,monthly
C01516,0,0,60.0,0.8,0,1,monthly
C01517,1,1,60.0,2.9,0,0,annual
C01518,0,1,60.0,0.6,1,2,monthly
C01519,0,1,60.0,10.7,0,1,annual
C01520,1,0,60.0,4.5,0,1,monthly
C01521,1,1,60.0,1.3,1,1,monthly
C01522,1,1,60.0,2.4,0,0,annual
C01523,1,0,60.0,1.0,1,2,annual
C01524,1,0,60.0,3.5,0,0,monthly
C01525,1,1,55.1,4.9,1,1,annual
C01526,1,0,53.5,5.1,1,1,annual
C01527,0,0,60.0,4.9,1,0,annual
C01528,0,0,34.7,4.4,0,1,annual
C01529,1,1,60.0,2.9,0,0,annual
C01530,1,0,60.0,2.4,0,0,monthly
C01531,1,0,60.0,2.0,0,3,annual
C01532,1,1,60.0,1.4,0,1,monthly
C01533,1,0,56.5,1.9,1,2,monthly
C01534,0,0,60.0,1.8,1,0,monthly
C01535,0,0,60.0,0.8,1,1,annual
C01536,1,0,60.0,2.0,0,0,monthly
C01537,1,1,60.0,2.2,1,1,annual
C01538,0,0,60.0,1.0,1,1,monthly
C01539,0,0,60.0,4.0,1,1,monthly
C01540,0,1,60.0,2.8,1,1,monthly
C01541,0,0,60.0,0.9,1,1,monthly
C01542,0,1,60.0,2.7,1,0,annual
C01543,1,0,60.0,1.7,0,2,monthly
C01544,0,1,60.0,2.0,1,0,annual
C01545,0,0,60.0,2.4,1,0,monthly
C01546,0,0,55.1,5.2,1,0,annual
C01547,0,1,40.9,1.7,1,1,annual
C01548,1,1,57.3,3.0,0,1,monthly
C01549,1,1,60.0,1.5,1,0,monthly
C01550,1,1,60.0,3.9,1,0,monthly
C01551,1,1,52.2,3.1,0,0,monthly
C01552,1,0,60.0,2.1,1,1,monthly
C01553,1,0,60.0,4.8,0,1,annual
C01554,0,1,60.0,7.6,0,0,annual
C01555,0,1,60.0,2.1,1,0,monthly
C01556,0,0,60.0,3.1,0,0,annual
C01557,1,0,60.0,2.4,1,0,monthly
C01558,0,1,60.0,11.2,1,1,monthly
C01559,0,0,50.4,2.1,1,2,monthly
C01560,0,0,60.0,1.6,1,0,monthly
C01561,0,0,60.0,1.7,1,2,monthly
C01562,0,0,47.1,4.8,1,0,monthly
C01563,0,0,41.6,4.2,0,0,annual
C01564,1,1,60.0,4.0,1,2,annual
C01565,1,0,60.0,4.2,1,0,monthly
C01566,0,1,48.9,4.2,1,0,monthly
C01567,0,1,59.4,3.0,0,0,monthly
C01568,1,1,60.0,3.0,0,1,monthly
C01569,1,1,55.1,1.7,1,0,annual
C01570,0,1,59.1,2.1,1,1,monthly
C01571,0,1,60.0,4.3,1,1,monthly
C01572,1,1,60.0,1.3,1,0,monthly
C01573,1,1,60.0,2.6,0,1,annual
C01574,1,0,60.0,1.8,1,0,monthly
C01575,0,1,60.0,1.2,1,0,annual
C01576,0,0,60.0,7.4,1,0,monthly
C01577,1,1,60.0,3.3,0,1,annual
C01578,0,0,60.0,1.5,0,2,monthly
C01579,1,1,60.0,8.8,0,0,annual
C01580,1,1,60.0,1.0,1,0,monthly
C01581,0,1,60.0,7.7,1,0,monthly
C01582,0,1,60.0,2.9,1,0,monthly
C01583,1,1,60.0,1.5,1,1,monthly
C01584,0,1,60.0,1.0,1,1,annual
C01585,1,1,60.0,4.0,0,0,annual
C01586,1,0,60.0,5.7,1,0,annual
C01587,1,1,60.0,0.9,0,0,monthly
C01588,1,0,60.0,0.5,0,0,monthly
C01589,0,1,60.0,3.1,0,1,annual
C01590,1,0,60.0,2.1,0,0,annual
C01591,0,1,60.0,2.9,1,1,monthly
C01592,0,1,56.2,1.8,0,0,annual
C01593,0,0,60.0,2.2,0,3,annual
C01594,0,0,53.6,6.1,1,2,monthly
C01595,0,0,60.0,2.9,1,3,monthly
C01596,0,0,60.0,4.8,1,0,monthly
C01597,1,0,60.0,1.1,0,1,annual
C01598,1,0,60.0,1.1,0,2,monthly
C01599,0,1,60.0,6.2,1,0,monthly
C01600,1,0,60.0,1.4,1,1,annual
C01601,1,1,58.2,4.3,0,1,annual
C01602,1,0,60.0,6.1,1,0,annual
C01603,1,0,60.0,2.0,0,0,monthly
C01604,1,1,58.8,4.3,0,1,annual
C01605,0,1,60.0,3.9,1,0,monthly
C01606,0,1,60.0,0.9,0,0,monthly
C01607,0,0,60.0,2.6,1,0,monthly
C01608,0,0,57.0,2.3,0,3,monthly
C01609,0,1,59.2,2.3,0,1,annual
C01610,0,1,60.0,2.1,0,1,monthly
C01611,1,1,60.0,2.9,1,0,monthly
C01612,0,1,58.4,3.2,0,1,monthly
C01613,0,0,60.0,2.8,0,2,monthly
C01614,0,1,59.8,2.6,0,1,monthly
C01615,0,1,60.0,1.6,1,0,monthly
C01616,1,1,60.0,6.8,1,0,monthly
C01617,0,1,60.0,0.9,1,0,monthly
C01618,0,0,60.0,0.1,1,0,monthly
C01619,0,1,45.6,3.1,0,0,monthly
C01620,0,1,60.0,1.6,1,0,annual
C01621,0,0,60.0,2.9,1,0,monthly
C01622,1,1,60.0,1.0,0,1,monthly
C01623,0,1,60.0,7.6,1,0,monthly
C01624,1,1,54.1,7.6,1,0,monthly
C01625,1,1,60.0,4.4,0,0,annual
C01626,1,0,60.0,2.7,0,2,annual
C01627,1,0,56.7,1.7,0,0,annual
C01628,1,0,60.0,2.0,1,2,annual
C01629,1,0,60.0,8.8,0,1,monthly
C01630,1,0,60.0,4.4,1,1,monthly
C01631,1,0,60.0,0.3,0,1,monthly
C01632,1,1,60.0,7.6,0,2,annual
C01633,0,0,52.9,0.6,0,2,monthly
C01634,1,0,45.4,3.1,0,1,monthly
C01635,1,1,60.0,2.4,0,0,monthly
C01636,1,1,45.1,5.4,1,0,monthly
C01637,1,0,60.0,2.5,1,0,monthly
C01638,0,1,60.0,9.4,1,1,monthly
C01639,1,0,54.3,2.5,0,1,monthly
C01640,1,1,40.9,1.2,1,0,monthly
C01641,0,1,60.0,4.1,1,0,monthly
C01642,1,1,52.8,0.9,0,0,monthly
C01643,0,1,60.0,1.1,1,0,monthly
C01644,1,0,60.0,3.8,0,1,monthly
C01645,0,0,56.7,7.5,1,1,annual
C01646,0,0,50.9,6.0,0,2,monthly
C01647,0,0,60.0,1.9,1,0,monthly
C01648,1,0,60.0,2.4,1,0,monthly
C01649,0,1,60.0,1.7,0,0,monthly
C01650,1,1,60.0,1.7,1,1,annual
C01651,0,1,60.0,1.8,1,1,monthly
C01652,1,1,60.0,5.2,1,0,annual
C01653,1,0,60.0,6.5,1,0,monthly
C01654,1,1,60.0,4.1,1,1,monthly
C01655,0,1,60.0,1.0,1,1,annual
C01656,0,0,58.8,2.7,1,2,monthly
C01657,0,0,60.0,2.3,0,1,monthly
C01658,0,1,60.0,3.9,0,0,annual
C01659,0,0,60.0,3.6,0,0,monthly
C01660,1,1,60.0,4.0,1,0,monthly
C01661,1,0,60.0,1.9,0,0,monthly
C01662,1,0,60.0,1.0,0,1,annual
C01663,1,0,60.0,3.2,0,4,annual
C01664,1,1,57.3,1.1,0,1,monthly
C01665,1,1,43.6,3.2,0,1,annual
C01666,1,0,60.0,6.1,1,0,monthly
C01667,0,0,60.0,3.1,0,1,monthly
C01668,0,1,45.1,4.0,1,1,monthly
C01669,0,1,60.0,0.6,1,0,annual
C01670,0,1,60.0,2.1,1,0,annual
C01671,0,1,55.0,2.6,0,0,monthly
C01672,1,0,60.0,4.1,1,0,monthly
C01673,0,1,51.2,2.5,1,0,annual
C01674,1,0,60.0,2.4,0,1,annual
C01675,1,1,51.6,1.2,1,1,annual
C01676,1,1,60.0,3.3,1,2,monthly
C01677,1,1,60.0,10.1,1,1,annual
C01678,1,1,60.0,5.2,0,0,annual
C01679,1,0,32.4,4.9,1,0,annual
C01680,1,1,60.0,5.2,1,0,monthly
C01681,1,1,55.3,2.8,0,0,annual
C01682,0,1,57.5,1.7,1,0,annual
C01683,1,1,60.0,2.8,0,1,monthly
C01684,1,1,60.0,0.9,1,0,annual
C01685,0,1,60.0,0.7,0,4,annual
C01686,0,0,60.0,1.8,0,1,monthly
C01687,0,1,35.5,2.7,1,0,annual
C01688,1,1,60.0,1.1,1,0,monthly
C01689,1,1,60.0,1.8,0,1,monthly
C01690,1,1,60.0,4.8,0,1,monthly
C01691,0,0,60.0,6.5,1,0,monthly
C01692,0,1,60.0,0.8,1,0,annual
C01693,1,1,60.0,2.0,1,0,monthly
C01694,0,0,60.0,6.4,1,2,annual
C01695,1,1,60.0,5.1,1,2,monthly
C01696,0,0,43.0,4.8,1,2,monthly
C01697,0,0,60.0,2.4,0,0,monthly
C01698,1,1,60.0,3.2,1,0,monthly
C01699,0,1,60.0,4.2,0,0,monthly
C01700,1,1,60.0,8.0,1,0,monthly
C01701,1,0,60.0,1.6,0,2,annual
C01702,1,0,56.8,2.7,0,0,annual
C01703,0,1,53.8,2.4,0,1,annual
C01704,0,1,60.0,2.2,0,4,annual
C01705,1,0,60.0,4.0,0,0,monthly
C01706,1,0,56.7,4.0,1,2,monthly
C01707,0,0,50.3,2.8,0,0,monthly
C01708,0,0,60.0,5.9,1,1,annual
C01709,0,1,60.0,4.2,1,0,monthly
C01710,0,0,47.5,5.0,1,1,monthly
C01711,0,1,60.0,1.6,1,0,monthly
C01712,0,0,60.0,2.8,0,1,monthly
C01713,0,1,60.0,4.9,0,0,monthly
C01714,0,0,60.0,1.2,1,0,monthly
C01715,0,1,60.0,4.1,1,1,monthly
C01716,0,0,60.0,1.1,1,0,monthly
C01717,1,1,60.0,4.3,1,0,monthly
C01718,1,0,60.0,1.9,0,1,monthly
C01719,0,1,60.0,3.4,1,2,monthly
C01720,1,0,60.0,1.8,0,0,annual
C01721,0,0,60.0,1.3,1,2,monthly
C01722,1,1,60.0,5.6,0,0,annual
C01723,1,1,54.6,1.0,1,1,monthly
C01724,0,0,60.0,1.4,0,0,monthly
C01725,1,1,46.7,6.2,1,1,monthly
C01726,0,1,60.0,1.7,1,1,monthly
C01727,0,0,57.0,1.0,0,0,monthly
C01728,0,0,60.0,3.0,0,2,annual
C01729,1,1,60.0,2.1,0,1,annual
C01730,0,0,60.0,1.6,1,2,monthly
C01731,1,0,58.2,3.7,0,2,monthly
C01732,0,0,59.0,0.6,1,0,annual
C01733,1,0,49.0,2.6,0,0,monthly
C01734,1,1,60.0,0.8,1,0,annual
C01735,0,0,60.0,5.5,1,0,annual
C01736,1,1,58.0,9.2,1,0,annual
C01737,1,1,60.0,1.4,1,2,monthly
C01738,1,1,60.0,3.1,0,0,monthly
C01739,0,0,60.0,0.6,1,1,annual
C01740,1,0,60.0,0.7,1,3,monthly
C01741,1,0,60.0,1.7,1,1,monthly
C01742,0,0,60.0,2.0,0,0,monthly
C01743,1,1,60.0,1.6,1,1,monthly
C01744,1,1,60.0,2.3,1,0,annual
C01745,0,1,57.1,3.9,1,1,annual
C01746,1,1,60.0,2.6,1,1,annual
C01747,0,0,60.0,3.5,0,1,annual
C01748,0,0,60.0,1.0,0,3,monthly
C01749,1,0,60.0,2.3,0,0,monthly
C01750,1,0,60.0,7.1,0,2,monthly
C01751,0,0,60.0,1.5,0,0,monthly
C01752,0,1,60.0,3.0,0,1,monthly
C01753,0,0,60.0,3.1,1,1,monthly
C01754,0,1,60.0,1.3,1,1,monthly
C01755,1,1,60.0,0.9,1,3,annual
C01756,1,1,60.0,2.4,0,2,annual
C01757,0,1,60.0,2.4,1,1,monthly
C01758,0,0,60.0,2.0,0,1,monthly
C01759,0,1,48.8,10.2,1,0,annual
C01760,1,0,60.0,1.2,1,0,annual
C01761,1,0,60.0,2.3,1,0,annual
C01762,0,1,60.0,5.9,1,0,monthly
C01763,0,0,60.0,0.8,0,1,monthly
C01764,0,0,45.8,2.9,1,0,monthly
C01765,1,0,60.0,1.8,0,0,monthly
