conversion_id,path,n_touchpoints,converted
1767,Social|Paid_Search|Paid_Search,3,1
1768,Display|Paid_Search|Paid_Search,3,1
1769,Paid_Search|Paid_Search,2,1
1770,Email|Email|Paid_Search,3,1
1771,Paid_Search,1,1
1772,Paid_Search|Email,2,1
1773,Email,1,1
1774,Email,1,0
1775,Email,1,0
1776,Social|Paid_Search|Paid_Search,3,1
1777,Social|Social|Paid_Search,3,0
1778,Email,1,1
1779,Email,1,1
1780,Email|Paid_Search,2,1
1781,Display|Email,2,1
1782,Paid_Search,1,1
1783,Social,1,1
1784,Display|Social,2,1
1785,Paid_Search,1,1
1786,Email,1,0
1787,Display|Paid_Search,2,1
1788,Paid_Search|Paid_Search|Social|Social,4,1
1789,Display|Social,2,0
1790,Display|Display,2,0
1791,Display|Paid_Search,2,0
1792,Display|Email,2,1
1793,Display|Paid_Search|Paid_Search,3,1
1794,Social|Email,2,1
1795,Social,1,1
1796,Email,1,0
1797,Display|Email,2,1
1798,Paid_Search,1,0
1799,Display|Email,2,1
1800,Display|Paid_Search,2,1
1801,Display|Email|Paid_Search,3,1
1802,Social|Social|Email|Paid_Search,4,1
1803,Paid_Search,1,1
1804,Display|Paid_Search|Social|Email,4,0
1805,Social|Paid_Search|Paid_Search|Email,4,1
1806,Display|Paid_Search,2,0
1807,Social|Social,2,0
1808,Paid_Search,1,1
1809,Paid_Search,1,1
1810,Display|Email,2,0
1811,Display|Email,2,0
1812,Display|Email,2,0
1813,Email|Email|Paid_Search|Paid_Search,4,1
1814,Social|Social,2,0
1815,Social|Email|Paid_Search,3,1
1816,Social|Paid_Search|Email,3,0
1817,Paid_Search,1,0
1818,Display|Paid_Search|Display,3,0
1819,Paid_Search,1,0
1820,Display|Display,2,1
1821,Display|Paid_Search,2,1
1822,Email,1,0
1823,Display|Paid_Search|Social|Social,4,1
1824,Paid_Search,1,0
1825,Paid_Search,1,1
1826,Display|Paid_Search,2,0
1827,Email,1,1
1828,Email,1,1
1829,Display|Paid_Search|Email,3,0
1830,Paid_Search,1,1
1831,Social,1,0
1832,Paid_Search,1,1
1833,Display|Paid_Search,2,0
1834,Paid_Search,1,1
1835,Social|Email,2,1
1836,Paid_Search,1,0
1837,Display|Paid_Search|Email,3,1
1838,Display|Display|Email,3,1
1839,Email,1,1
1840,Social,1,0
1841,Display|Paid_Search,2,1
1842,Display|Paid_Search|Social,3,0
1843,Email|Social,2,0
1844,Email,1,1
1845,Display,1,0
1846,Display|Social|Social,3,0
1847,Display|Email,2,1
1848,Email,1,1
1849,Email|Email,2,1
1850,Social|Social,2,0
1851,Paid_Search|Email|Social,3,1
1852,Social|Paid_Search|Paid_Search|Social,4,1
1853,Paid_Search,1,0
1854,Display|Paid_Search|Social,3,0
1855,Display|Paid_Search|Social,3,1
1856,Email,1,1
1857,Social,1,1
1858,Email,1,0
1859,Email|Social|Email,3,0
1860,Email|Paid_Search|Paid_Search,3,1
1861,Social|Paid_Search,2,0
1862,Display|Email,2,0
1863,Social|Display,2,0
1864,Display,1,0
1865,Display|Paid_Search,2,0
1866,Display|Paid_Search,2,1
1867,Paid_Search,1,1
1868,Display|Paid_Search,2,1
1869,Display|Paid_Search|Email|Display,4,1
1870,Social|Paid_Search,2,1
1871,Email|Paid_Search|Paid_Search,3,1
1872,Paid_Search|Display|Paid_Search,3,0
1873,Email,1,0
1874,Display|Social|Paid_Search,3,1
1875,Paid_Search,1,1
1876,Paid_Search|Paid_Search,2,0
1877,Display|Email,2,0
1878,Display|Paid_Search,2,1
1879,Email,1,1
1880,Display|Social|Social|Social,4,0
1881,Paid_Search|Paid_Search|Social|Paid_Search,4,1
1882,Social|Paid_Search,2,1
1883,Social|Email|Social,3,1
1884,Display|Paid_Search,2,0
1885,Social|Social|Paid_Search,3,0
1886,Display|Paid_Search|Paid_Search,3,1
1887,Paid_Search,1,1
1888,Social|Social|Paid_Search,3,0
1889,Paid_Search|Social,2,0
1890,Email|Paid_Search,2,1
1891,Display|Paid_Search|Paid_Search,3,0
1892,Paid_Search,1,1
1893,Display|Paid_Search,2,0
1894,Display|Paid_Search,2,1
1895,Social,1,0
1896,Email,1,0
1897,Email,1,1
1898,Email|Email,2,1
1899,Display|Display|Social,3,0
1900,Social|Paid_Search,2,0
1901,Email,1,0
1902,Social|Paid_Search,2,1
1903,Display|Paid_Search|Social|Paid_Search,4,1
1904,Paid_Search|Paid_Search,2,0
1905,Display|Email,2,0
1906,Display|Display|Paid_Search|Paid_Search,4,0
1907,Social|Paid_Search|Display|Email,4,1
1908,Social|Email,2,1
1909,Social|Display,2,1
1910,Display|Email,2,0
1911,Email,1,1
1912,Social|Email,2,1
1913,Paid_Search|Email,2,1
1914,Email|Social|Email|Paid_Search,4,1
1915,Social|Email|Paid_Search,3,1
1916,Display|Display|Display,3,1
1917,Display|Paid_Search,2,1
1918,Email|Display|Social|Paid_Search,4,1
1919,Display|Email,2,1
1920,Display|Paid_Search|Paid_Search,3,0
1921,Display|Social|Email,3,1
1922,Email|Social|Social,3,1
1923,Paid_Search,1,0
1924,Paid_Search,1,0
1925,Social|Email,2,1
1926,Display|Paid_Search|Social|Social,4,1
1927,Paid_Search,1,0
1928,Social|Paid_Search|Email,3,0
1929,Paid_Search,1,0
1930,Social|Social,2,1
1931,Display|Email,2,1
1932,Email|Email|Display,3,0
1933,Display|Social|Email,3,1
1934,Email|Social,2,0
1935,Social|Social|Social|Paid_Search,4,1
1936,Display|Email|Paid_Search,3,1
1937,Paid_Search,1,1
1938,Display|Paid_Search|Paid_Search,3,0
1939,Email,1,1
1940,Paid_Search,1,1
1941,Social|Social,2,1
1942,Paid_Search,1,0
1943,Display|Paid_Search,2,0
1944,Paid_Search,1,0
1945,Social|Social,2,0
1946,Display|Email|Social,3,0
1947,Social|Email,2,0
1948,Email,1,0
1949,Paid_Search|Social|Paid_Search|Social,4,1
1950,Social,1,0
1951,Display|Display|Paid_Search,3,1
1952,Social|Social,2,0
1953,Email|Display|Paid_Search,3,1
1954,Display|Display|Paid_Search,3,0
1955,Display|Paid_Search,2,0
1956,Display|Email|Social|Paid_Search,4,0
1957,Display|Social,2,0
1958,Paid_Search|Social|Email,3,1
1959,Email,1,0
1960,Social,1,1
1961,Email,1,1
1962,Display|Email,2,0
1963,Display|Paid_Search,2,1
1964,Display|Paid_Search|Social|Paid_Search,4,1
1965,Display|Display,2,0
1966,Social,1,0
1967,Social|Social|Paid_Search,3,0
1968,Social|Display|Social,3,0
1969,Social|Display|Email|Paid_Search,4,1
1970,Social|Social|Social|Social,4,0
1971,Email,1,1
1972,Paid_Search,1,0
1973,Email,1,1
1974,Email,1,0
1975,Social|Paid_Search,2,1
1976,Social|Social|Paid_Search,3,1
1977,Social|Paid_Search|Email,3,0
1978,Display|Paid_Search,2,1
1979,Social|Display,2,0
1980,Display|Paid_Search,2,1
1981,Email,1,1
1982,Display|Social,2,0
1983,Email|Paid_Search,2,0
1984,Display|Paid_Search|Paid_Search,3,0
1985,Social|Paid_Search,2,1
1986,Email|Social,2,0
1987,Email|Social|Paid_Search,3,1
1988,Social,1,1
1989,Social|Paid_Search|Email,3,1
1990,Display|Social|Social,3,0
1991,Email|Social,2,1
1992,Paid_Search,1,0
1993,Social|Social|Display,3,0
1994,Paid_Search,1,1
1995,Social|Paid_Search|Email,3,1
1996,Social|Paid_Search,2,0
1997,Paid_Search,1,1
1998,Display|Email|Social,3,1
1999,Display|Display|Social,3,0
2000,Paid_Search|Display,2,1
2001,Email|Display|Paid_Search,3,1
2002,Paid_Search,1,1
2003,Display|Social,2,0
2004,Email|Paid_Search|Email,3,1
2005,Display|Display|Email,3,1
2006,Display|Paid_Search,2,1
2007,Paid_Search|Social|Email,3,1
2008,Paid_Search|Display,2,1
2009,Email|Paid_Search|Paid_Search,3,1
2010,Social|Social|Paid_Search|Paid_Search,4,0
2011,Paid_Search|Paid_Search,2,0
2012,Paid_Search,1,0
2013,Email,1,1
2014,Paid_Search,1,1
2015,Email|Social,2,0
2016,Email|Paid_Search,2,0
2017,Paid_Search,1,0
2018,Paid_Search|Social|Paid_Search,3,1
2019,Email,1,1
2020,Social|Social|Email,3,0
2021,Display|Paid_Search|Paid_Search,3,1
2022,Social|Paid_Search|Social|Paid_Search,4,1
2023,Social|Paid_Search,2,0
2024,Display,1,1
2025,Social|Display|Paid_Search,3,0
2026,Display|Paid_Search,2,1
2027,Social|Email,2,0
2028,Social|Display|Paid_Search,3,1
2029,Display|Display|Paid_Search,3,1
2030,Display|Social|Email,3,1
2031,Paid_Search,1,1
2032,Email|Social|Email,3,0
2033,Social|Social|Social,3,1
2034,Email,1,0
2035,Display|Social|Paid_Search,3,1
2036,Display|Display|Social,3,0
2037,Display|Display|Social|Paid_Search,4,1
2038,Display|Paid_Search,2,1
2039,Paid_Search,1,0
2040,Social|Email,2,0
2041,Display|Email,2,0
2042,Paid_Search,1,1
2043,Paid_Search,1,0
2044,Social|Display|Paid_Search|Social,4,0
2045,Paid_Search|Email|Email,3,1
2046,Social|Email,2,1
2047,Paid_Search,1,1
2048,Email,1,0
2049,Social|Social,2,0
2050,Email|Social,2,0
2051,Paid_Search|Social|Paid_Search,3,0
2052,Display|Display|Paid_Search,3,0
2053,Display|Paid_Search,2,1
2054,Display|Paid_Search|Paid_Search,3,1
2055,Display|Email,2,1
2056,Social|Social|Paid_Search,3,1
2057,Display|Social|Paid_Search,3,1
2058,Display|Social,2,1
2059,Display|Social,2,0
2060,Display|Social|Paid_Search,3,1
2061,Display|Paid_Search,2,1
2062,Display|Email,2,1
2063,Paid_Search|Paid_Search,2,0
2064,Display|Display|Social,3,0
2065,Display|Social,2,0
2066,Email,1,1
2067,Display|Paid_Search,2,1
2068,Email,1,1
2069,Display|Paid_Search,2,0
2070,Display|Paid_Search|Paid_Search|Email,4,1
2071,Email,1,0
2072,Paid_Search,1,0
2073,Social|Paid_Search,2,0
2074,Social|Email,2,0
2075,Paid_Search,1,1
2076,Social|Social,2,0
2077,Email|Paid_Search|Paid_Search,3,1
2078,Email,1,1
2079,Social|Email,2,0
2080,Social|Paid_Search|Social|Display,4,0
2081,Paid_Search,1,1
2082,Display|Paid_Search|Social,3,0
2083,Paid_Search,1,1
2084,Paid_Search,1,1
2085,Display|Email,2,0
2086,Email,1,1
2087,Social|Email|Social|Paid_Search,4,1
2088,Paid_Search,1,1
2089,Email,1,1
2090,Paid_Search|Paid_Search,2,1
2091,Paid_Search|Paid_Search|Paid_Search|Email,4,0
2092,Display|Social|Social|Social,4,0
2093,Display|Paid_Search,2,1
2094,Paid_Search|Paid_Search|Email,3,0
2095,Social|Paid_Search|Social,3,1
2096,Social|Paid_Search,2,0
2097,Display|Email,2,0
2098,Paid_Search|Paid_Search,2,0
2099,Paid_Search|Display|Paid_Search,3,0
2100,Display|Paid_Search,2,1
2101,Social|Paid_Search|Display,3,1
2102,Email|Social|Paid_Search|Email,4,1
2103,Display|Social,2,0
2104,Email,1,0
2105,Paid_Search|Paid_Search,2,0
2106,Email,1,0
2107,Email|Paid_Search,2,1
2108,Display|Social|Paid_Search,3,1
2109,Paid_Search|Paid_Search,2,0
2110,Display|Social,2,0
2111,Email,1,1
2112,Email,1,1
2113,Social|Social,2,0
2114,Email|Email,2,0
2115,Social|Paid_Search|Social,3,0
2116,Social|Display|Paid_Search,3,1
2117,Paid_Search|Paid_Search,2,0
2118,Social|Social|Paid_Search,3,1
2119,Paid_Search|Email|Paid_Search,3,1
2120,Display,1,0
2121,Social|Email|Social,3,0
2122,Display|Social,2,1
2123,Social|Paid_Search,2,0
2124,Paid_Search,1,0
2125,Email|Paid_Search,2,0
2126,Display|Social,2,0
2127,Display|Email,2,1
2128,Social,1,0
2129,Display|Social,2,0
2130,Display|Paid_Search|Paid_Search,3,1
2131,Display|Paid_Search,2,0
2132,Paid_Search|Paid_Search|Social|Email,4,0
2133,Email|Email|Email|Social,4,1
2134,Social|Social,2,0
2135,Display|Paid_Search,2,0
2136,Display|Email,2,0
2137,Email,1,0
2138,Display|Paid_Search,2,1
2139,Paid_Search|Email,2,1
2140,Email,1,1
2141,Display|Social,2,1
2142,Display|Email|Social,3,1
2143,Email,1,0
2144,Social|Email,2,0
2145,Paid_Search|Paid_Search,2,0
2146,Display|Email|Social|Paid_Search,4,1
2147,Paid_Search,1,1
2148,Paid_Search|Paid_Search|Paid_Search|Email,4,0
2149,Social,1,1
2150,Paid_Search,1,0
2151,Social|Paid_Search,2,1
2152,Display|Social,2,0
2153,Display|Email,2,1
2154,Paid_Search,1,1
2155,Email,1,1
2156,Email,1,0
2157,Display|Paid_Search|Display|Paid_Search,4,1
2158,Display|Social,2,1
2159,Paid_Search|Paid_Search,2,0
2160,Social|Paid_Search,2,1
2161,Social|Email,2,0
2162,Display|Paid_Search,2,1
2163,Display|Paid_Search|Paid_Search,3,0
2164,Paid_Search,1,1
2165,Paid_Search,1,0
2166,Social|Display|Paid_Search|Social,4,0
2167,Social|Paid_Search,2,1
2168,Paid_Search|Email,2,1
2169,Display|Paid_Search,2,1
2170,Email,1,1
2171,Email|Paid_Search,2,1
2172,Social|Social|Paid_Search,3,1
2173,Display|Paid_Search|Paid_Search|Paid_Search,4,1
2174,Display|Social|Paid_Search,3,1
2175,Display|Social|Email,3,0
2176,Paid_Search,1,0
2177,Paid_Search,1,0
2178,Paid_Search|Social,2,0
2179,Social|Email|Social,3,0
2180,Display|Social|Paid_Search,3,0
2181,Display,1,0
2182,Social,1,1
2183,Social|Paid_Search,2,1
2184,Display|Paid_Search,2,0
2185,Display|Social,2,0
2186,Paid_Search,1,0
2187,Paid_Search,1,0
2188,Email|Social|Email|Paid_Search,4,1
2189,Paid_Search,1,0
2190,Paid_Search|Email|Paid_Search|Email,4,0
2191,Email,1,0
2192,Social,1,1
2193,Display|Paid_Search|Email,3,1
2194,Social,1,0
2195,Social|Social|Email|Paid_Search,4,0
2196,Social|Paid_Search,2,1
2197,Paid_Search|Paid_Search|Paid_Search,3,0
2198,Paid_Search,1,1
2199,Social|Paid_Search,2,1
2200,Display,1,0
2201,Display|Email,2,1
2202,Email,1,0
2203,Email,1,0
2204,Paid_Search,1,0
2205,Email,1,0
2206,Paid_Search|Paid_Search,2,1
2207,Email,1,0
2208,Paid_Search,1,1
2209,Display|Paid_Search|Email,3,1
2210,Paid_Search|Email|Email|Paid_Search,4,0
2211,Display|Display|Social,3,0
2212,Display|Paid_Search,2,1
2213,Paid_Search|Social|Paid_Search,3,0
2214,Display|Paid_Search,2,1
2215,Paid_Search,1,1
2216,Social|Paid_Search,2,0
2217,Paid_Search|Display|Paid_Search|Paid_Search,4,0
2218,Display|Paid_Search,2,1
2219,Email|Social|Email,3,0
2220,Social|Email|Paid_Search|Email,4,1
2221,Email,1,0
2222,Social|Email|Social|Paid_Search,4,1
2223,Email|Paid_Search,2,0
2224,Social|Email,2,1
2225,Social,1,0
2226,Paid_Search|Display|Paid_Search,3,0
2227,Paid_Search,1,0
2228,Email|Social|Email,3,1
2229,Display|Email,2,0
2230,Social|Display,2,0
2231,Email|Paid_Search,2,1
2232,Paid_Search|Email,2,1
2233,Paid_Search|Paid_Search,2,0
2234,Display|Social,2,1
2235,Paid_Search,1,1
2236,Email,1,0
2237,Social|Display|Paid_Search,3,0
2238,Social|Paid_Search|Paid_Search,3,1
2239,Social|Display|Email,3,0
2240,Display|Social|Paid_Search,3,0
2241,Social|Paid_Search|Display|Email,4,1
2242,Paid_Search,1,1
2243,Paid_Search,1,1
2244,Display|Email|Display,3,1
2245,Display|Paid_Search,2,1
2246,Email,1,0
2247,Paid_Search,1,1
2248,Display|Social,2,1
2249,Display|Email,2,1
2250,Display|Paid_Search,2,0
2251,Display|Social|Paid_Search,3,1
2252,Email|Paid_Search|Paid_Search,3,1
2253,Display|Social|Social,3,0
2254,Social|Paid_Search,2,0
2255,Paid_Search,1,0
2256,Email,1,1
2257,Email,1,1
2258,Email|Display,2,0
2259,Social|Paid_Search,2,1
2260,Paid_Search,1,1
2261,Display|Paid_Search,2,1
2262,Social,1,0
2263,Paid_Search,1,0
2264,Social|Paid_Search|Display,3,1
2265,Display|Paid_Search|Paid_Search,3,0
2266,Display|Social,2,1
2267,Email|Email,2,0
2268,Email,1,1
2269,Paid_Search,1,0
2270,Email,1,0
2271,Social|Email,2,1
2272,Display|Paid_Search,2,1
2273,Email,1,1
2274,Paid_Search,1,1
2275,Email|Display|Social|Paid_Search,4,1
2276,Display|Social|Display|Paid_Search,4,1
2277,Display|Paid_Search,2,0
2278,Social|Social,2,1
2279,Social|Paid_Search,2,0
2280,Social,1,1
2281,Display|Display|Paid_Search,3,0
2282,Display|Paid_Search|Paid_Search,3,1
2283,Display|Paid_Search,2,1
2284,Email|Paid_Search|Email,3,1
2285,Paid_Search,1,1
2286,Email|Paid_Search,2,0
2287,Paid_Search|Email|Paid_Search,3,1
2288,Social|Email,2,1
2289,Email,1,1
2290,Email,1,0
2291,Email,1,1
2292,Email|Paid_Search,2,1
2293,Email,1,1
2294,Display|Display|Social,3,0
2295,Display|Paid_Search,2,0
2296,Social|Paid_Search,2,0
2297,Paid_Search,1,0
2298,Paid_Search,1,1
2299,Display|Paid_Search,2,1
2300,Display|Email,2,1
2301,Social|Social,2,1
2302,Email|Paid_Search|Paid_Search|Paid_Search,4,0
2303,Display|Paid_Search,2,0
2304,Display|Email,2,1
2305,Social|Paid_Search|Paid_Search,3,1
2306,Email,1,0
2307,Social|Paid_Search|Paid_Search,3,1
2308,Display|Paid_Search|Paid_Search,3,0
2309,Social|Paid_Search,2,0
2310,Social|Email|Paid_Search,3,1
2311,Paid_Search|Paid_Search,2,1
2312,Paid_Search|Paid_Search,2,0
2313,Email|Email|Email,3,1
2314,Display|Paid_Search|Display|Display,4,1
2315,Social|Email|Social|Social,4,1
2316,Paid_Search|Email,2,1
2317,Paid_Search|Social,2,1
2318,Paid_Search|Paid_Search|Paid_Search,3,1
2319,Display|Paid_Search|Paid_Search,3,0
2320,Paid_Search,1,1
2321,Display|Social,2,1
2322,Email,1,0
2323,Display|Social,2,0
2324,Email,1,0
2325,Display|Email,2,1
2326,Display|Paid_Search|Social|Paid_Search,4,1
2327,Social,1,0
2328,Display|Paid_Search|Paid_Search|Email,4,1
2329,Display|Display|Email,3,1
2330,Paid_Search,1,0
2331,Display|Social,2,0
2332,Display|Paid_Search,2,0
2333,Display|Paid_Search|Email,3,1
2334,Paid_Search,1,1
2335,Display|Email,2,1
2336,Display|Social|Paid_Search|Email,4,1
2337,Display|Paid_Search,2,1
2338,Social|Email|Social,3,0
2339,Social|Paid_Search,2,0
2340,Social|Paid_Search,2,1
2341,Paid_Search,1,1
2342,Display|Social,2,0
2343,Display|Email,2,1
2344,Social,1,1
2345,Display|Paid_Search,2,1
2346,Display|Paid_Search|Paid_Search,3,1
2347,Display|Email|Social|Paid_Search,4,1
2348,Display|Paid_Search|Social,3,0
2349,Paid_Search|Paid_Search|Email|Paid_Search,4,0
2350,Email,1,1
2351,Social|Paid_Search,2,1
2352,Paid_Search,1,0
2353,Paid_Search|Paid_Search|Social,3,0
2354,Display|Paid_Search|Paid_Search,3,1
2355,Social|Paid_Search,2,0
2356,Display|Social|Social|Social,4,1
2357,Social|Email|Paid_Search,3,1
2358,Paid_Search,1,1
2359,Display|Display|Paid_Search,3,1
2360,Social|Social,2,0
2361,Display|Email,2,0
2362,Social|Paid_Search,2,1
2363,Social|Email,2,0
2364,Paid_Search|Social|Paid_Search,3,0
2365,Display,1,0
2366,Email,1,0
2367,Display|Email,2,1
2368,Paid_Search|Social,2,1
2369,Display|Paid_Search|Paid_Search,3,1
2370,Social|Paid_Search,2,1
2371,Email,1,0
2372,Social,1,1
2373,Display|Paid_Search,2,1
2374,Paid_Search,1,1
2375,Display|Email,2,1
2376,Display|Paid_Search|Paid_Search,3,1
2377,Email,1,1
2378,Email|Paid_Search|Paid_Search,3,0
2379,Email|Paid_Search,2,1
2380,Email|Email,2,1
2381,Social,1,0
2382,Paid_Search|Display,2,1
2383,Display|Social,2,0
2384,Email|Paid_Search,2,1
2385,Social|Display,2,0
2386,Display,1,1
2387,Social,1,0
2388,Display|Display|Social,3,0
2389,Email,1,0
2390,Social,1,0
2391,Paid_Search,1,1
2392,Email|Social,2,0
2393,Display|Social,2,0
2394,Paid_Search|Paid_Search,2,1
2395,Email,1,0
2396,Email,1,1
2397,Display|Social,2,0
2398,Display|Display|Paid_Search|Paid_Search,4,1
2399,Social|Paid_Search|Paid_Search,3,1
2400,Social,1,0
2401,Social|Email|Display,3,1
2402,Paid_Search|Email,2,1
2403,Display|Social|Paid_Search|Paid_Search,4,1
2404,Paid_Search,1,0
2405,Display|Paid_Search|Paid_Search,3,1
2406,Display|Paid_Search|Display,3,1
2407,Display|Email,2,1
2408,Display|Social,2,0
2409,Display|Paid_Search|Paid_Search|Social,4,1
2410,Social|Paid_Search,2,1
2411,Email,1,0
2412,Social|Display|Social,3,0
2413,Display|Paid_Search,2,1
2414,Social|Social|Paid_Search|Display,4,1
2415,Paid_Search,1,0
2416,Paid_Search,1,0
2417,Display|Social,2,0
2418,Display|Paid_Search,2,1
2419,Display|Email|Email|Email,4,1
2420,Display|Paid_Search,2,1
2421,Display|Social,2,0
2422,Paid_Search,1,0
2423,Social|Paid_Search|Social|Paid_Search,4,1
2424,Display|Social|Social,3,0
2425,Social|Social|Paid_Search|Paid_Search,4,1
2426,Email|Display,2,1
2427,Paid_Search|Social|Paid_Search,3,0
2428,Email,1,1
2429,Social|Social,2,1
2430,Email,1,0
2431,Display|Email,2,0
2432,Social,1,0
2433,Paid_Search|Paid_Search,2,1
2434,Display|Social,2,0
2435,Display|Paid_Search,2,1
2436,Social,1,1
2437,Paid_Search,1,0
2438,Email,1,0
2439,Display|Paid_Search|Social|Paid_Search,4,0
2440,Social|Paid_Search,2,1
2441,Display|Email,2,0
2442,Paid_Search|Email|Email,3,1
2443,Email,1,1
2444,Display|Social|Paid_Search,3,0
2445,Display|Paid_Search|Paid_Search,3,1
2446,Paid_Search,1,1
2447,Paid_Search|Display|Social,3,0
2448,Social|Paid_Search|Email|Paid_Search,4,0
2449,Social|Social|Paid_Search,3,1
2450,Social|Paid_Search,2,1
2451,Paid_Search,1,0
2452,Display|Paid_Search|Display,3,0
2453,Display|Paid_Search|Paid_Search|Paid_Search,4,1
2454,Display|Paid_Search,2,0
2455,Paid_Search|Paid_Search|Social,3,0
2456,Social|Paid_Search,2,1
2457,Social,1,1
2458,Social|Social,2,0
2459,Display|Social,2,0
2460,Social,1,0
2461,Paid_Search,1,1
2462,Social|Social|Social,3,0
2463,Social,1,0
2464,Paid_Search,1,1
2465,Social|Display|Email,3,1
2466,Paid_Search|Email|Paid_Search,3,1
2467,Email|Paid_Search,2,0
2468,Email,1,0
2469,Email,1,1
2470,Social|Paid_Search,2,1
2471,Social|Email,2,0
2472,Paid_Search,1,1
2473,Display|Email,2,0
2474,Paid_Search,1,0
2475,Social|Paid_Search,2,0
2476,Paid_Search,1,1
2477,Email,1,1
2478,Display,1,0
2479,Email|Paid_Search,2,0
2480,Email,1,1
2481,Paid_Search,1,0
2482,Display|Paid_Search|Email,3,0
2483,Display|Paid_Search|Email,3,1
2484,Email,1,1
2485,Social|Display,2,0
2486,Social|Email,2,0
2487,Social|Social|Email,3,1
2488,Display|Paid_Search|Email,3,1
2489,Paid_Search|Display|Paid_Search,3,0
2490,Display|Email|Social,3,1
2491,Social|Social,2,0
2492,Paid_Search,1,0
2493,Display|Social,2,0
2494,Display|Paid_Search,2,1
2495,Social|Social|Paid_Search,3,0
2496,Paid_Search,1,0
2497,Email,1,1
2498,Email|Email,2,0
2499,Paid_Search|Social|Social,3,1
2500,Social|Paid_Search,2,0
2501,Display|Email,2,1
2502,Social|Paid_Search|Social|Paid_Search,4,1
2503,Display|Email,2,0
2504,Email,1,1
2505,Display|Display|Social,3,0
2506,Social|Social|Email,3,1
2507,Paid_Search|Paid_Search|Social,3,1
2508,Social|Paid_Search,2,1
2509,Display|Paid_Search|Display|Paid_Search,4,0
2510,Email|Display,2,0
2511,Paid_Search,1,1
2512,Email,1,1
2513,Paid_Search,1,0
2514,Email|Social|Paid_Search,3,1
2515,Email,1,1
2516,Paid_Search|Paid_Search,2,1
2517,Social|Social|Paid_Search,3,1
2518,Display|Paid_Search,2,1
2519,Paid_Search,1,0
2520,Email|Paid_Search,2,1
2521,Email,1,0
2522,Social|Email|Social,3,1
2523,Display|Social,2,0
2524,Email|Social,2,1
2525,Paid_Search,1,0
2526,Social|Paid_Search,2,1
2527,Social|Email|Social,3,1
2528,Email,1,0
2529,Paid_Search,1,0
2530,Social|Email,2,1
2531,Display|Email,2,0
2532,Social,1,0
2533,Email,1,0
2534,Social,1,1
2535,Social|Paid_Search|Display|Paid_Search,4,1
2536,Paid_Search|Social,2,1
2537,Display|Paid_Search|Email|Paid_Search,4,1
2538,Display|Paid_Search,2,1
2539,Display|Paid_Search,2,1
2540,Social|Display,2,0
2541,Social|Email|Email,3,0
2542,Paid_Search|Display|Paid_Search,3,0
2543,Social|Paid_Search|Paid_Search,3,1
2544,Social|Email,2,1
2545,Paid_Search|Paid_Search,2,1
2546,Display|Paid_Search,2,1
2547,Display|Display|Email,3,0
2548,Display|Paid_Search|Display,3,1
2549,Paid_Search,1,1
2550,Display|Paid_Search|Paid_Search,3,0
2551,Display|Display|Email,3,0
2552,Paid_Search|Social|Display,3,0
2553,Paid_Search,1,1
2554,Paid_Search|Paid_Search|Paid_Search,3,0
2555,Paid_Search,1,1
2556,Paid_Search,1,0
2557,Display|Paid_Search,2,1
2558,Social|Paid_Search,2,0
2559,Social|Display|Email|Social,4,1
2560,Social|Paid_Search,2,1
2561,Email,1,1
2562,Social,1,0
2563,Paid_Search,1,1
2564,Social|Paid_Search,2,0
2565,Display|Paid_Search|Email,3,0
2566,Display|Email,2,1
2567,Social,1,0
2568,Email|Social,2,1
2569,Email,1,0
2570,Social|Social|Email,3,0
2571,Paid_Search|Display,2,0
2572,Display|Social,2,0
2573,Paid_Search|Paid_Search|Email|Email,4,0
2574,Display|Email,2,0
2575,Social|Paid_Search|Paid_Search|Paid_Search,4,1
2576,Paid_Search,1,0
2577,Social|Email,2,0
2578,Social|Paid_Search|Email,3,1
2579,Paid_Search,1,1
2580,Email|Email,2,0
2581,Display|Display|Email,3,1
2582,Social|Paid_Search,2,1
2583,Paid_Search|Email|Display|Email,4,1
2584,Display|Paid_Search|Email,3,1
2585,Paid_Search|Paid_Search,2,0
2586,Paid_Search|Paid_Search,2,1
2587,Paid_Search,1,1
2588,Social|Social|Email,3,1
2589,Paid_Search|Email|Paid_Search,3,0
2590,Display|Social,2,0
2591,Display|Email|Paid_Search,3,0
2592,Display,1,1
2593,Social|Paid_Search|Paid_Search,3,0
2594,Paid_Search,1,1
2595,Display|Email,2,0
2596,Paid_Search,1,0
2597,Paid_Search,1,1
2598,Paid_Search,1,1
2599,Email,1,0
2600,Email,1,0
2601,Social|Email|Display,3,1
2602,Display|Paid_Search|Display,3,0
2603,Social,1,0
2604,Social,1,0
2605,Paid_Search,1,0
2606,Social|Social|Email|Paid_Search,4,1
2607,Social,1,0
2608,Display|Social|Display|Email,4,0
2609,Display|Paid_Search|Email,3,1
2610,Social|Email,2,1
2611,Display|Social|Paid_Search,3,1
2612,Display,1,1
2613,Social|Social|Social,3,0
2614,Email,1,1
2615,Paid_Search,1,0
2616,Social|Paid_Search,2,0
2617,Social|Email,2,0
2618,Display|Paid_Search,2,1
2619,Social,1,1
2620,Display|Social|Email,3,0
2621,Paid_Search,1,1
2622,Email|Paid_Search,2,0
2623,Paid_Search,1,0
2624,Social|Paid_Search|Social,3,1
2625,Paid_Search,1,1
2626,Email|Display,2,1
2627,Social|Paid_Search,2,1
2628,Paid_Search,1,0
